"시도명(1)","시점","시군구(1)",계,계,계,계,계
"시도명(1)","시점","시군구(1)",소계,경형,소형,중형,대형
"부산","2018.08","기장군",5021,261,1584,2932,244
"부산","2018.08","남구",10589,454,2899,6708,528
"부산","2018.08","동구",4237,222,1044,2807,164
"부산","2018.08","동래구",8426,390,2509,5139,388
"부산","2018.08","부산진구",17130,514,6181,9777,658
"부산","2018.08","북구",8681,281,2496,5527,377
"부산","2018.08","사상구",10094,419,3065,6284,326
"부산","2018.08","사하구",11334,376,3029,7431,498
"부산","2018.08","서구",6057,163,1773,3928,193
"부산","2018.08","수영구",6510,281,1927,3942,360
"부산","2018.08","연제구",6539,238,1719,4180,402
"부산","2018.08","영도구",6328,206,1650,4243,229
"부산","2018.08","해운대구",12388,509,3386,7735,758
"부산","2018.08","부산기타",15,0,11,4,0
"부산","2018.09","금정구",8208,338,2383,5151,336
"부산","2018.09","기장군",5046,258,1581,2949,258
"부산","2018.09","남구",10688,465,2886,6790,547
"부산","2018.09","동구",4241,219,1037,2818,167
"부산","2018.09","동래구",8424,390,2492,5141,401
"부산","2018.09","부산진구",17145,516,6167,9800,662
"부산","2018.09","북구",8699,287,2484,5536,392
"부산","2018.09","사상구",10142,409,3063,6324,346
"부산","2018.09","사하구",11364,371,3008,7478,507
"부산","2018.09","서구",6124,167,1759,3987,211
"부산","2018.09","수영구",6524,281,1938,3943,362
"부산","2018.09","연제구",6506,236,1710,4161,399
"부산","2018.09","영도구",6382,208,1646,4291,237
"부산","2018.09","해운대구",12505,552,3391,7779,783
"부산","2018.09","부산기타",15,0,11,4,0
"부산","2018.10","금정구",8197,334,2368,5157,338
"부산","2018.10","기장군",5056,260,1586,2947,263
"부산","2018.10","남구",10736,470,2881,6821,564
"부산","2018.10","동구",4238,213,1035,2820,170
"부산","2018.10","동래구",8421,396,2474,5140,411
"부산","2018.10","부산진구",17107,521,6143,9767,676
"부산","2018.10","북구",8705,287,2483,5536,399
"부산","2018.10","사상구",10102,420,3052,6292,338
"부산","2018.10","사하구",11387,370,2997,7510,510
"부산","2018.10","서구",6145,166,1762,4006,211
"부산","2018.10","수영구",6524,283,1933,3954,354
"부산","2018.10","연제구",6521,238,1713,4168,402
"부산","2018.10","영도구",6368,204,1644,4287,233
"부산","2018.10","해운대구",12488,536,3380,7776,796
"부산","2018.10","부산기타",15,0,11,4,0
"부산","2018.11","금정구",8184,331,2367,5151,335
"부산","2018.11","기장군",5062,269,1579,2950,264
"부산","2018.11","남구",10692,472,2870,6779,571
"부산","2018.11","동구",4268,232,1037,2825,174
"부산","2018.11","동래구",8421,399,2461,5145,416
"부산","2018.11","부산진구",17050,519,6121,9723,687
"부산","2018.11","북구",8698,277,2482,5534,405
"부산","2018.11","사상구",10081,420,3048,6284,329
"부산","2018.11","사하구",11400,372,2980,7532,516
"부산","2018.11","서구",6155,166,1766,4011,212
"부산","2018.11","수영구",6555,290,1929,3971,365
"부산","2018.11","연제구",6576,243,1720,4204,409
"부산","2018.11","영도구",6364,207,1641,4283,233
"부산","2018.11","해운대구",12512,577,3377,7765,793
"부산","2018.11","부산기타",15,0,11,4,0
"부산","2018.12","금정구",8186,331,2366,5146,343
"부산","2018.12","기장군",5052,267,1578,2938,269
"부산","2018.12","남구",10670,469,2857,6770,574
"부산","2018.12","동구",4281,267,1028,2820,166
"부산","2018.12","동래구",8402,398,2451,5136,417
"부산","2018.12","부산진구",17009,517,6117,9687,688
"부산","2018.12","북구",8684,281,2477,5518,408
"부산","2018.12","사상구",10055,417,3035,6276,327
"부산","2018.12","사하구",11356,374,2982,7500,500
"부산","2018.12","서구",6143,162,1761,4010,210
"부산","2018.12","수영구",6527,294,1916,3948,369
"부산","2018.12","연제구",6572,247,1716,4204,405
"부산","2018.12","영도구",6362,203,1638,4288,233
"부산","2018.12","해운대구",12484,572,3366,7754,792
"부산","2018.12","부산기타",15,0,11,4,0
"부산","2019.01","금정구",8193,327,2365,5149,352
"부산","2019.01","기장군",5054,265,1577,2942,270
"부산","2019.01","남구",10655,466,2857,6761,571
"부산","2019.01","동구",4282,261,1029,2821,171
"부산","2019.01","동래구",8362,396,2441,5105,420
"부산","2019.01","부산진구",16985,508,6094,9691,692
"부산","2019.01","북구",8676,278,2479,5505,414
"부산","2019.01","사상구",10029,410,3036,6257,326
"부산","2019.01","사하구",11354,368,2985,7488,513
"부산","2019.01","서구",6153,161,1757,4024,211
"부산","2019.01","수영구",6547,295,1921,3962,369
"부산","2019.01","연제구",6559,242,1715,4195,407
"부산","2019.01","영도구",6336,200,1635,4266,235
"부산","2019.01","해운대구",12455,556,3361,7737,801
"부산","2019.01","부산기타",15,0,11,4,0
"부산","2019.02","금정구",8188,326,2362,5146,354
"부산","2019.02","기장군",5068,263,1581,2949,275
"부산","2019.02","남구",10617,457,2849,6729,582
"부산","2019.02","동구",4269,261,1028,2805,175
"부산","2019.02","동래구",8350,399,2441,5090,420
"부산","2019.02","부산진구",16978,506,6082,9689,701
"부산","2019.02","북구",8653,278,2472,5482,421
"부산","2019.02","사상구",10018,408,3039,6243,328
"부산","2019.02","사하구",11340,365,2986,7476,513
"부산","2019.02","서구",6129,162,1747,4013,207
"부산","2019.02","수영구",6555,293,1914,3974,374
"부산","2019.02","연제구",6571,246,1718,4197,410
"부산","2019.02","영도구",6341,191,1635,4275,240
"부산","2019.02","해운대구",12455,546,3354,7746,809
"부산","2019.02","부산기타",15,0,11,4,0
"부산","2019.03","금정구",8219,331,2357,5179,352
"부산","2019.03","기장군",5098,276,1587,2947,288
"부산","2019.03","남구",10623,458,2839,6746,580
"부산","2019.03","동구",4267,261,1026,2804,176
"부산","2019.03","동래구",8373,403,2426,5112,432
"부산","2019.03","부산진구",16990,508,6070,9707,705
"부산","2019.03","북구",8641,293,2461,5466,421
"부산","2019.03","사상구",10027,429,3034,6233,331
"부산","2019.03","사하구",11359,362,2988,7487,522
"부산","2019.03","서구",6127,160,1738,4025,204
"부산","2019.03","수영구",6562,303,1913,3964,382
"부산","2019.03","연제구",6586,246,1716,4206,418
"부산","2019.03","영도구",6328,188,1629,4263,248
"부산","2019.03","해운대구",12474,557,3343,7756,818
"부산","2019.03","부산기타",15,0,11,4,0
"부산","2019.04","금정구",8250,331,2359,5203,357
"부산","2019.04","기장군",5113,276,1594,2950,293
"부산","2019.04","남구",10622,451,2825,6762,584
"부산","2019.04","동구",4248,261,1019,2786,182
"부산","2019.04","동래구",8406,403,2421,5138,444
"부산","2019.04","부산진구",17033,521,6053,9725,734
"부산","2019.04","북구",8654,300,2448,5476,430
"부산","2019.04","사상구",10056,454,3026,6239,337
"부산","2019.04","사하구",11398,371,2980,7500,547
"부산","2019.04","서구",6114,161,1736,4019,198
"부산","2019.04","수영구",6572,301,1911,3981,379
"부산","2019.04","연제구",6624,255,1719,4227,423
"부산","2019.04","영도구",6331,184,1623,4270,254
"부산","2019.04","해운대구",12491,554,3341,7784,812
"부산","2019.04","부산기타",15,0,11,4,0
"부산","2019.05","금정구",8249,342,2349,5188,370
"부산","2019.05","기장군",5136,274,1594,2978,290
"부산","2019.05","남구",10626,449,2822,6768,587
"부산","2019.05","동구",4272,258,1018,2811,185
"부산","2019.05","동래구",8430,409,2423,5144,454
"부산","2019.05","부산진구",17074,529,6030,9765,750
"부산","2019.05","북구",8669,310,2454,5478,427
"부산","2019.05","사상구",10087,469,3024,6247,347
"부산","2019.05","사하구",11432,378,2968,7527,559
"부산","2019.05","서구",6145,167,1737,4042,199
"부산","2019.05","수영구",6609,299,1918,4002,390
"부산","2019.05","연제구",6639,255,1717,4246,421
"부산","2019.05","영도구",6315,189,1614,4257,255
"부산","2019.05","해운대구",12509,552,3336,7787,834
"부산","2019.05","부산기타",15,0,11,4,0
"부산","2019.06","금정구",8275,356,2341,5189,389
"부산","2019.06","기장군",5170,278,1595,3000,297
"부산","2019.06","남구",10642,449,2809,6790,594
"부산","2019.06","동구",4291,258,1012,2838,183
"부산","2019.06","동래구",8447,400,2425,5156,466
"부산","2019.06","부산진구",17104,535,6028,9777,764
"부산","2019.06","북구",8696,323,2438,5493,442
"부산","2019.06","사상구",10141,490,3017,6280,354
"부산","2019.06","사하구",11500,402,2966,7565,567
"부산","2019.06","서구",6124,169,1728,4022,205
"부산","2019.06","수영구",6615,301,1914,4007,393
"부산","2019.06","연제구",6658,250,1711,4272,425
"부산","2019.06","영도구",6346,199,1615,4265,267
"부산","2019.06","해운대구",12530,556,3327,7799,848
"부산","2019.06","부산기타",15,0,11,4,0
"부산","2019.07","금정구",8324,366,2344,5224,390
"부산","2019.07","기장군",5205,286,1607,3007,305
"부산","2019.07","남구",10664,454,2811,6797,602
"부산","2019.07","동구",4307,263,1010,2849,185
"부산","2019.07","동래구",8497,407,2420,5196,474
"부산","2019.07","부산진구",17168,550,6020,9832,766
"부산","2019.07","북구",8683,337,2431,5471,444
"부산","2019.07","사상구",10187,503,3011,6309,364
"부산","2019.07","사하구",11544,428,2963,7586,567
"부산","2019.07","서구",6155,179,1729,4041,206
"부산","2019.07","수영구",6632,309,1913,4021,389
"부산","2019.07","연제구",6682,267,1706,4284,425
"부산","2019.07","영도구",6347,204,1609,4261,273
"부산","2019.07","해운대구",12552,553,3321,7812,866
"부산","2019.07","부산기타",15,0,11,4,0
"부산","2019.08","금정구",8355,371,2335,5255,394
"부산","2019.08","기장군",5220,287,1603,3017,313
"부산","2019.08","남구",10702,467,2810,6817,608
"부산","2019.08","동구",4359,265,1014,2888,192
"부산","2019.08","동래구",8576,432,2425,5251,468
"부산","2019.08","부산진구",17215,575,6016,9850,774
"부산","2019.08","북구",8710,364,2433,5462,451
"부산","2019.08","사상구",10187,511,3010,6301,365
"부산","2019.08","사하구",11622,464,2953,7632,573
"부산","2019.08","서구",6144,193,1719,4023,209
"부산","2019.08","수영구",6711,320,1916,4078,397
"부산","2019.08","연제구",6722,284,1703,4291,444
"부산","2019.08","영도구",6357,205,1605,4269,278
"부산","2019.08","해운대구",12570,562,3312,7832,864
"부산","2019.08","부산기타",14,0,10,4,0
"부산","2019.09","금정구",8368,371,2339,5263,395
"부산","2019.09","기장군",5249,293,1601,3031,324
"부산","2019.09","남구",10718,468,2815,6811,624
"부산","2019.09","동구",4375,261,1011,2903,200
"부산","2019.09","동래구",8580,433,2411,5256,480
"부산","2019.09","부산진구",17268,560,6016,9913,779
"부산","2019.09","북구",8710,363,2423,5467,457
"부산","2019.09","사상구",10235,513,3012,6331,379
"부산","2019.09","사하구",11666,467,2955,7657,587
"부산","2019.09","서구",6142,189,1717,4027,209
"부산","2019.09","수영구",6714,308,1918,4089,399
"부산","2019.09","연제구",6749,283,1702,4324,440
"부산","2019.09","영도구",6344,206,1596,4254,288
"부산","2019.09","해운대구",12604,560,3317,7842,885
"부산","2019.09","부산기타",14,0,10,4,0
"부산","2019.10","금정구",8358,381,2327,5265,385
"부산","2019.10","기장군",5254,289,1597,3049,319
"부산","2019.10","남구",10743,474,2807,6828,634
"부산","2019.10","동구",4386,262,1010,2906,208
"부산","2019.10","동래구",8593,444,2410,5244,495
"부산","2019.10","부산진구",17332,574,6017,9926,815
"부산","2019.10","북구",8710,376,2416,5449,469
"부산","2019.10","사상구",10294,561,3008,6339,386
"부산","2019.10","사하구",11728,484,2954,7695,595
"부산","2019.10","서구",6147,190,1715,4033,209
"부산","2019.10","수영구",6716,300,1918,4102,396
"부산","2019.10","연제구",6746,287,1694,4331,434
"부산","2019.10","영도구",6360,213,1594,4263,290
"부산","2019.10","해운대구",12644,564,3319,7859,902
"부산","2019.10","부산기타",14,0,10,4,0
"부산","2019.11","금정구",8358,381,2315,5272,390
"부산","2019.11","기장군",5259,285,1601,3052,321
"부산","2019.11","남구",10745,479,2798,6826,642
"부산","2019.11","동구",4386,260,1010,2903,213
"부산","2019.11","동래구",8613,443,2414,5255,501
"부산","2019.11","부산진구",17282,575,6004,9884,819
"부산","2019.11","북구",8720,375,2421,5454,470
"부산","2019.11","사상구",10288,563,3007,6323,395
"부산","2019.11","사하구",11722,482,2951,7691,598
"부산","2019.11","서구",6142,189,1711,4026,216
"부산","2019.11","수영구",6711,298,1911,4104,398
"부산","2019.11","연제구",6753,274,1697,4341,441
"부산","2019.11","영도구",6356,211,1592,4261,292
"부산","2019.11","해운대구",12634,558,3309,7865,902
"부산","2019.11","부산기타",14,0,10,4,0
"부산","2019.12","금정구",8359,382,2306,5279,392
"부산","2019.12","기장군",5269,277,1595,3068,329
"부산","2019.12","남구",10737,481,2801,6805,650
"부산","2019.12","동구",4371,253,1002,2905,211
"부산","2019.12","동래구",8618,434,2410,5265,509
"부산","2019.12","부산진구",17241,558,5984,9875,824
"부산","2019.12","북구",8717,374,2431,5444,468
"부산","2019.12","사상구",10260,561,3000,6299,400
"부산","2019.12","사하구",11707,478,2945,7688,596
"부산","2019.12","서구",6121,190,1710,4009,212
"부산","2019.12","수영구",6680,297,1904,4075,404
"부산","2019.12","연제구",6754,277,1693,4339,445
"부산","2019.12","영도구",6343,209,1582,4266,286
"부산","2019.12","해운대구",12651,564,3307,7871,909
"부산","2019.12","부산기타",14,0,10,4,0
"부산","2020.01","금정구",8325,377,2299,5256,393
"부산","2020.01","기장군",5262,274,1589,3057,342
"부산","2020.01","남구",10721,481,2794,6793,653
"부산","2020.01","동구",4364,246,997,2906,215
"부산","2020.01","동래구",8606,429,2410,5258,509
"부산","2020.01","부산진구",17239,558,5976,9874,831
"부산","2020.01","북구",8709,369,2428,5440,472
"부산","2020.01","사상구",10262,560,2999,6296,407
"부산","2020.01","사하구",11713,473,2944,7693,603
"부산","2020.01","서구",6116,193,1705,3997,221
"부산","2020.01","수영구",6672,296,1899,4066,411
"부산","2020.01","연제구",6759,270,1693,4347,449
"부산","2020.01","영도구",6350,203,1585,4274,288
"부산","2020.01","해운대구",12652,567,3307,7857,921
"부산","2020.01","부산기타",14,0,10,4,0
"부산","2020.02","금정구",8338,374,2307,5253,404
"부산","2020.02","기장군",5281,268,1596,3074,343
"부산","2020.02","남구",10683,481,2783,6777,642
"부산","2020.02","동구",4360,242,994,2907,217
"부산","2020.02","동래구",8603,425,2400,5262,516
"부산","2020.02","부산진구",17261,556,5975,9885,845
"부산","2020.02","북구",8694,359,2420,5434,481
"부산","2020.02","사상구",10229,552,3008,6268,401
"부산","2020.02","사하구",11734,471,2941,7706,616
"부산","2020.02","서구",6103,195,1697,3990,221
"부산","2020.02","수영구",6690,295,1897,4075,423
"부산","2020.02","연제구",6771,271,1691,4357,452
"부산","2020.02","영도구",6364,204,1588,4291,281
"부산","2020.02","해운대구",12649,563,3303,7861,922
"부산","2020.02","부산기타",14,0,10,4,0
"부산","2020.03","금정구",8326,378,2307,5248,393
"부산","2020.03","기장군",5342,281,1599,3117,345
"부산","2020.03","남구",10765,494,2775,6834,662
"부산","2020.03","동구",4372,242,1001,2912,217
"부산","2020.03","동래구",8632,423,2399,5288,522
"부산","2020.03","부산진구",17356,554,5983,9950,869
"부산","2020.03","북구",8703,368,2416,5432,487
"부산","2020.03","사상구",10262,554,3012,6291,405
"부산","2020.03","사하구",11804,494,2935,7735,640
"부산","2020.03","서구",6093,203,1690,3975,225
"부산","2020.03","수영구",6718,306,1892,4080,440
"부산","2020.03","연제구",6801,273,1679,4387,462
"부산","2020.03","영도구",6377,207,1584,4297,289
"부산","2020.03","해운대구",12703,569,3299,7887,948
"부산","2020.03","부산기타",14,0,10,4,0
"부산","2020.04","금정구",8357,397,2291,5271,398
"부산","2020.04","기장군",5375,296,1597,3135,347
"부산","2020.04","남구",10791,510,2765,6842,674
"부산","2020.04","동구",4413,260,1002,2919,232
"부산","2020.04","동래구",8672,443,2386,5308,535
"부산","2020.04","부산진구",17424,593,5961,9989,881
"부산","2020.04","북구",8712,386,2405,5433,488
"부산","2020.04","사상구",10322,589,3006,6311,416
"부산","2020.04","사하구",11903,540,2919,7781,663
"부산","2020.04","서구",6113,209,1690,3989,225
"부산","2020.04","수영구",6738,324,1883,4081,450
"부산","2020.04","연제구",6853,281,1685,4410,477
"부산","2020.04","영도구",6383,221,1578,4296,288
"부산","2020.04","해운대구",12779,585,3295,7922,977
"부산","2020.04","부산기타",14,0,10,4,0
"부산","2020.05","금정구",8396,402,2279,5295,420
"부산","2020.05","기장군",5436,318,1602,3146,370
"부산","2020.05","남구",10837,520,2760,6875,682
"부산","2020.05","동구",4446,269,1005,2936,236
"부산","2020.05","동래구",8739,449,2393,5343,554
"부산","2020.05","부산진구",17468,618,5952,9999,899
"부산","2020.05","북구",8776,428,2406,5445,497
"부산","2020.05","사상구",10364,613,3010,6326,415
"부산","2020.05","사하구",11978,556,2916,7834,672
"부산","2020.05","서구",6146,220,1691,4004,231
"부산","2020.05","수영구",6787,340,1881,4109,457
"부산","2020.05","연제구",6860,293,1693,4399,475
"부산","2020.05","영도구",6405,230,1579,4303,293
"부산","2020.05","해운대구",12844,605,3295,7962,982
"부산","2020.05","부산기타",14,0,10,4,0
"부산","2020.06","금정구",8406,391,2281,5321,413
"부산","2020.06","기장군",5482,310,1604,3177,391
"부산","2020.06","남구",10870,522,2743,6910,695
"부산","2020.06","동구",4445,269,1005,2933,238
"부산","2020.06","동래구",8751,450,2395,5350,556
"부산","2020.06","부산진구",17557,632,5951,10059,915
"부산","2020.06","북구",8808,442,2413,5447,506
"부산","2020.06","사상구",10396,609,2998,6361,428
"부산","2020.06","사하구",11992,552,2901,7863,676
"부산","2020.06","서구",6172,232,1687,4009,244
"부산","2020.06","수영구",6819,339,1882,4130,468
"부산","2020.06","연제구",6862,290,1688,4389,495
"부산","2020.06","영도구",6419,230,1575,4323,291
"부산","2020.06","해운대구",12893,613,3286,7992,1002
"부산","2020.06","부산기타",14,0,10,4,0
"부산","2020.07","금정구",8429,400,2278,5339,412
"부산","2020.07","기장군",5496,307,1603,3193,393
"부산","2020.07","남구",10894,534,2730,6924,706
"부산","2020.07","동구",4452,268,1005,2940,239
"부산","2020.07","동래구",8756,461,2382,5363,550
"부산","2020.07","부산진구",17590,618,5959,10099,914
"부산","2020.07","북구",8862,450,2415,5480,517
"부산","2020.07","사상구",10400,610,2996,6362,432
"부산","2020.07","사하구",12021,556,2899,7873,693
"부산","2020.07","서구",6176,231,1679,4011,255
"부산","2020.07","수영구",6846,341,1873,4139,493
"부산","2020.07","연제구",6847,292,1684,4370,501
"부산","2020.07","영도구",6416,228,1575,4323,290
"부산","2020.07","해운대구",12949,613,3285,8037,1014
"부산","2020.07","부산기타",14,0,10,4,0
"부산","2020.08","금정구",8421,401,2280,5331,409
"부산","2020.08","기장군",5579,310,1615,3244,410
"부산","2020.08","남구",10886,528,2724,6929,705
"부산","2020.08","동구",4454,260,1006,2956,232
"부산","2020.08","동래구",8763,459,2379,5360,565
"부산","2020.08","부산진구",17641,618,5944,10156,923
"부산","2020.08","북구",8865,440,2408,5500,517
"부산","2020.08","사상구",10419,609,2994,6372,444
"부산","2020.08","사하구",12053,552,2904,7901,696
"부산","2020.08","서구",6164,228,1670,4015,251
"부산","2020.08","수영구",6896,340,1873,4179,504
"부산","2020.08","연제구",6910,288,1675,4435,512
"부산","2020.08","영도구",6422,226,1577,4336,283
"부산","2020.08","해운대구",12966,606,3285,8076,999
"부산","2020.08","부산기타",14,0,10,4,0
"부산","2020.09","금정구",8471,396,2285,5373,417
"부산","2020.09","기장군",5623,309,1608,3293,413
"부산","2020.09","남구",10870,522,2705,6940,703
"부산","2020.09","동구",4448,242,1003,2967,236
"부산","2020.09","동래구",8807,449,2374,5408,576
"부산","2020.09","부산진구",17683,621,5929,10180,953
"부산","2020.09","북구",8874,435,2408,5515,516
"부산","2020.09","사상구",10452,601,2982,6416,453
"부산","2020.09","사하구",12103,555,2892,7946,710
"부산","2020.09","서구",6185,231,1667,4036,251
"부산","2020.09","수영구",6952,348,1890,4213,501
"부산","2020.09","연제구",6981,287,1673,4500,521
"부산","2020.09","영도구",6448,228,1582,4361,277
"부산","2020.09","해운대구",12980,590,3273,8100,1017
"부산","2020.09","부산기타",14,0,10,4,0
"부산","2020.10","금정구",8450,392,2279,5359,420
"부산","2020.10","기장군",5623,304,1605,3296,418
"부산","2020.10","남구",10935,522,2701,6979,733
"부산","2020.10","동구",4451,238,995,2979,239
"부산","2020.10","동래구",8828,455,2371,5428,574
"부산","2020.10","부산진구",17719,628,5929,10192,970
"부산","2020.10","북구",8886,428,2407,5529,522
"부산","2020.10","사상구",10484,596,2974,6446,468
"부산","2020.10","사하구",12091,551,2888,7946,706
"부산","2020.10","서구",6224,235,1671,4069,249
"부산","2020.10","수영구",6952,340,1889,4226,497
"부산","2020.10","연제구",7020,285,1676,4527,532
"부산","2020.10","영도구",6432,223,1583,4356,270
"부산","2020.10","해운대구",13046,592,3259,8132,1063
"부산","2020.10","부산기타",14,0,10,4,0
"부산","2020.11","금정구",8419,387,2275,5337,420
"부산","2020.11","기장군",5630,300,1619,3292,419
"부산","2020.11","남구",10926,510,2688,6990,738
"부산","2020.11","동구",4443,239,1001,2962,241
"부산","2020.11","동래구",8845,448,2361,5454,582
"부산","2020.11","부산진구",17756,629,5928,10200,999
"부산","2020.11","북구",8877,425,2401,5525,526
"부산","2020.11","사상구",10475,605,2970,6435,465
"부산","2020.11","사하구",12097,544,2882,7955,716
"부산","2020.11","서구",6238,234,1667,4084,253
"부산","2020.11","수영구",6978,342,1887,4240,509
"부산","2020.11","연제구",6983,283,1674,4488,538
"부산","2020.11","영도구",6416,224,1577,4349,266
"부산","2020.11","해운대구",13047,587,3261,8124,1075
"부산","2020.11","부산기타",14,0,10,4,0
"부산","2020.12","금정구",8409,383,2279,5319,428
"부산","2020.12","기장군",5680,298,1634,3320,428
"부산","2020.12","남구",10903,512,2674,6987,730
"부산","2020.12","동구",4445,239,997,2968,241
"부산","2020.12","동래구",8830,439,2356,5444,591
"부산","2020.12","부산진구",17744,619,5931,10186,1008
"부산","2020.12","북구",8838,423,2393,5497,525
"부산","2020.12","사상구",10474,605,2960,6449,460
"부산","2020.12","사하구",12068,544,2878,7928,718
"부산","2020.12","서구",6261,236,1669,4101,255
"부산","2020.12","수영구",6977,332,1893,4238,514
"부산","2020.12","연제구",6951,277,1662,4471,541
"부산","2020.12","영도구",6439,221,1572,4373,273
"부산","2020.12","해운대구",13056,587,3260,8133,1076
